Book_page,Year,Site,Nest_ID,Species,Observer,Date_found,how_found,Clutch_max,floatAge,ageMethod
99,2010,nome,10nome10rnphsf05,rnph,sfranks,2010-06-29,searcher,4,6,float
,2011,nome,11nome11rnphmw41,rnph,mwilson,2011-06-25,searcher,3,,hatch
c.25,2011,nome,11nome11sesamw16,sesa,mwilson,2011-05-31,searcher,4,2,float
w.41,2011,nome,11nome11wesawe11,wesa,wenglish,2011-05-30,searcher,4,6,float
c.32,2011,nome,11nome11sesate14,sesa,tesson,2011-06-08,searcher,2,,lay
,2011,nome,11nome11rnphwe18,rnph,wenglish,2011-06-02,searcher,4,8,float
,2011,nome,11nome11rnphwe16,rnph,wenglish,2011-05-31,searcher,4,0,float
,2011,nome,11nome11rnphwe19,rnph,wenglish,2011-06-02,searcher,4,0,float
,2012,nome,12nome12rnphsf47,rnph,sfranks,2012-06-22,searcher,4,15,float
,2013,nome,13nome13rnph323,rnph,triecke,2013-06-05,searcher,4,1,float
,2011,nome,11nome11rnphwe27,rnph,wenglish,2011-06-09,searcher,3,12,float
,2013,nome,13nome13rnph032,rnph,dborden,2013-06-24,searcher,4,,lay
,2011,nome,11nome11rnphmw30,rnph,mwilson,2011-06-09,searcher,4,2,float
,2011,nome,11nome11rnphmw27,rnph,mwilson,2011-06-05,searcher,3,13,float
,2011,nome,11nome11rnphree54,rnph,eescajeda,2011-06-14,searcher,4,9,float
,2012,nome,12nome12rnphmh63,rnph,mharing,2012-06-18,searcher,4,8,float
,2011,nome,11nome11rnphee73,rnph,eescajeda,2011-06-27,searcher,2,17,float
,2011,nome,11nome11rnphee71,rnph,eescajeda,2011-06-24,searcher,4,10,float
,2011,nome,11nome11rnphwe33,rnph,wenglish,2011-06-13,searcher,4,,hatch
,2012,nome,12nome12rnphmh66,rnph,mharing,2012-06-19,searcher,4,12,float
,2011,nome,11nome11rnphwe36,rnph,wenglish,2011-06-21,searcher,4,4,float
,2011,nome,11nome11rnphwe25,rnph,wenglish,2011-06-08,searcher,4,3,float
,2012,nome,12nome12rnphmh39,rnph,mharing,2012-06-08,searcher,4,4,float
,2012,nome,12nome12rnphsf11,rnph,sfranks,2012-06-05,searcher,3,6,float
,2011,nome,11nome11rnphmw23,rnph,mwilson,2011-06-02,searcher,4,6,float
,2011,nome,11nome11rnphwe38,rnph,wenglish,2011-07-04,searcher,,,hatch
,2011,nome,11nome11rnphee22,rnph,eescajeda,2011-06-01,searcher,4,0,float
,2011,nome,11nome11rnphek18,rnph,ekwon,2011-06-11,searcher,3,,lay
,2011,nome,11nome11rnphwe26,rnph,wenglish,2011-06-09,searcher,4,9,float
,2013,nome,13nome13rnph029,rnph,dborden,2013-06-19,searcher,4,3,float
,2011,nome,11nome11rnphmw37,rnph,mwilson,2011-06-17,searcher,4,0,float
e.38,2012,nome,12nome12wesawe30,wesa,wenglish,2012-06-12,searcher,4,11,float
w.07,2011,nome,11nome11sesaee14,sesa,eescajeda,2011-05-29,searcher,4,2,float
e.23,2013,nome,13nome13sesa216,sesa,sfranks,2013-06-05,searcher,4,6,float
c.30,2014,nome,14nomesesa130,sesa,dhodkinson,2014-06-08,searcher,4,,lay
e.47,2012,nome,12nome12wesasf40,wesa,sfranks,2012-06-18,searcher,4,,hatch
e.45,2012,nome,12nome12sesasf37,sesa,sfranks,2012-06-17,searcher,4,11,float
e.29,2013,nome,13nome13sesa221,sesa,sfranks,2013-06-05,searcher,4,,lay
e.25,2011,nome,11nome11sesaee38,sesa,bsandercock,2011-06-04,searcher,4,8,float
c.15,2011,nome,11nome11sesaee45,sesa,eescajeda,2011-06-09,searcher,4,11,float
w.29,2012,nome,12nome12wesamh30,wesa,mharing,2012-06-05,searcher,3,10,float
e.29,2011,nome,11nome11sesaee47,sesa,eescajeda,2011-06-11,searcher,4,,hatch
e.30,2011,nome,11nome11sesaee48,sesa,eescajeda,2011-06-11,searcher,4,11,float
c.47,2011,nome,11nome11sesawe23,sesa,wenglish,2011-06-06,searcher,4,9,float
e.49,2011,nome,11nome11wesamw09,wesa,mwilson,2011-05-29,searcher,4,4,float
e.51,2011,nome,11nome11sesamw13,sesa,mwilson,2011-05-30,searcher,4,5,float
c.40,2011,nome,11nome11sesawe12,sesa,wenglish,2011-05-30,searcher,4,3,float
e.53,2011,nome,11nome11wesamw20,wesa,mwilson,2011-06-02,searcher,4,6,float
e.54,2011,nome,11nome11sesamw21,sesa,mwilson,2011-06-02,searcher,4,6,float
,2011,nome,11nome11rnphee33,rnph,eescajeda,2011-06-02,searcher,4,8,float
,2012,nome,12nome12rnphsf09,rnph,sfranks,2012-06-02,searcher,4,3,float
,2011,nome,11nome11rnphek16,rnph,ekwon,2011-06-08,searcher,4,0,float
,2012,nome,12nome12rnphwe23,rnph,wenglish,2012-06-07,searcher,3,,lay
w.28,2011,nome,11nome11sesamw35,sesa,mwilson,2011-06-10,searcher,4,13,float
,2012,nome,12nome12rnphwe22,rnph,wenglish,2012-06-06,searcher,4,10,float
,2011,nome,11nome11rnphmw36,rnph,mwilson,2011-06-15,searcher,3,8,float
,2011,nome,11nome11rnphee58,rnph,eescajeda,2011-06-16,searcher,4,12,float
,2011,nome,11nome11rnphee61,rnph,eescajeda,2011-06-17,searcher,4,12,float
,2011,nome,11nome11rnphee64,rnph,eescajeda,2011-06-19,searcher,4,12,float
,2011,nome,11nome11rnphee53,rnph,eescajeda,2011-06-14,searcher,4,6,float
,2013,nome,13nome13rnph426,rnph,wenglish,2013-06-13,searcher,4,8,float
,2012,nome,12nome12rnphmh57,rnph,mharing,2012-06-15,searcher,3,,lay
,2011,nome,11nome11rnphmw40,rnph,mwilson,2011-06-23,searcher,4,0,float
,2011,nome,11nome11rnphte23,rnph,tesson,2011-06-22,searcher,4,13,float
,2013,nome,13nome13rnph405,rnph,wenglish,2013-06-07,searcher,4,4,float
,2012,nome,12nome12rnphwe14,rnph,wenglish,2012-06-03,searcher,4,7,float
,2011,nome,11nome11rnphee65,rnph,eescajeda,2011-06-21,searcher,4,0,float
,2011,nome,11nome11rnphee72,rnph,eescajeda,2011-06-26,searcher,4,4,float
,2011,nome,11nome11rnphee67,rnph,eescajeda,2011-06-22,searcher,4,9,float
,2011,nome,11nome11rnphwe35,rnph,wenglish,2011-06-17,searcher,3,0,float
,2012,nome,12nome12rnphwe25,rnph,wenglish,2012-06-08,searcher,4,,lay
,2011,nome,11nome11rnphwe37,rnph,wenglish,2011-06-22,searcher,4,18,float
20,2010,nome,10nome10rnphnh01,rnph,nhentze,2010-06-01,searcher,4,7,float
4,2010,nome,10nome10wesanh02,wesa,nhentze,2010-05-26,searcher,3,4,float
c.03,2014,nome,14nomewesa103,wesa,dhodkinson,2014-05-25,searcher,4,2,float
c.22,2011,nome,11nome11sesamw01,sesa,mwilson,2011-05-24,searcher,3,5,float
21,2010,nome,10nome10sesabs01,sesa,bschwarz,2010-05-30,searcher,4,2,float
c.47,2012,nome,12nome12wesasf42,wesa,sfranks,2012-06-21,searcher,3,5,float
62,2010,nome,10nome10wesanh16,wesa,nhentze,2010-06-10,searcher,4,9,float
c.37,2011,nome,11nome11sesate26,sesa,tesson,2011-06-30,searcher,4,,hatch
e.67,2011,nome,11nome11sesawe09,sesa,wenglish,2011-05-28,searcher,3,0,float
e.13,2011,nome,11nome11sesaee17,sesa,eescajeda,2011-05-30,searcher,3,,lay
77,2010,nome,10nome10rnphnh06,rnph,nhentze,2010-06-13,searcher,2,15,float
c.53,2011,nome,11nome11sesawe30,sesa,wenglish,2011-06-10,searcher,4,1,float
,2012,nome,12nome12rnphwe45,rnph,wenglish,2012-06-24,searcher,4,17,float
55,2010,nome,10nome10rnphnh04,rnph,nhentze,2010-06-10,searcher,4,5,float
c.20,2014,nome,14nomesesa010,sesa,ekwon,2014-06-01,searcher,2,5,float
w.15,2011,nome,11nome11sesaek12,sesa,ekwon,2011-06-01,searcher,4,3,float
83,2010,nome,10nome10rnphbs06,rnph,bschwarz,2010-06-18,searcher,4,13,float
c.07,2014,nome,14nomewesa302,wesa,eweiser,2014-05-26,searcher,4,1,float
c.20,2011,nome,11nome11wesaek10,wesa,bsandercock,2011-05-31,searcher,3,,hatch
,2011,nome,11nome11rnphte19,rnph,tesson,2011-06-09,searcher,3,0,float
76,2010,nome,10nome10rnphnh05,rnph,nhentze,2010-06-13,searcher,2,13,float
74,2010,nome,10nome10rnphij02,rnph,ijong,2010-06-13,searcher,4,7,float
,2013,nome,13nome13rnph024,rnph,dborden,2013-06-17,searcher,4,12,float
,2012,nome,12nome12rnphsf28,rnph,sfranks,2012-06-13,searcher,4,1,float
e.07,2014,nome,14nomewesa108,wesa,dhodkinson,2014-05-26,searcher,4,1,float
15,2010,nome,10nome10wesabs05,wesa,bschwarz,2010-05-29,searcher,4,5,float
e.21,2013,nome,13nome13wesa011,wesa,dborden,2013-06-05,searcher,4,7,float
87,2010,nome,10nome10wesabs14,wesa,bschwarz,2010-06-19,searcher,4,,hatch
c.09,2011,nome,11nome11sesaee28,sesa,eescajeda,2011-06-02,searcher,3,7,float
e.10,2012,nome,12nome12sesasf06,sesa,sfranks,2012-05-31,searcher,3,,
e.41,2012,nome,12nome12sesasf26,sesa,sfranks,2012-06-11,searcher,4,1,float
w.19,2011,nome,11nome11wesamw02,wesa,mwilson,2011-05-25,searcher,4,0,float
w.29,2011,nome,11nome11wesamw36,wesa,mwilson,2011-06-13,searcher,4,6,float
,2011,nome,11nome11rnphmw39,rnph,mwilson,2011-06-22,searcher,4,14,float
88,2010,nome,10nome10rnphts01,rnph,tstclair,2010-06-25,searcher,4,3,float
78,2010,nome,10nome10rnphnh07,rnph,nhentze,2010-06-15,searcher,4,2,float
,2012,nome,12nome12rnphek21,rnph,ekwon,2012-06-17,searcher,4,3,float
,2013,nome,13nome13rnph119,rnph,ebkwon,2013-06-12,searcher,4,,lay
98,2010,nome,10nome10sesats05,sesa,tstclair,2010-06-28,searcher,2,,hatch
94,2010,nome,10nome10rnphsf02,rnph,sfranks,2010-06-28,searcher,4,5,float
,2012,nome,12nome12rnphmh71,rnph,mharing,2012-06-22,searcher,4,2,float
,2013,nome,13nome13rnph430,rnph,wenglish,2013-06-18,searcher,4,14,float
95,2010,nome,10nome10rnphsf03,rnph,sfranks,2010-06-28,searcher,4,9,float
e.57,2014,nome,14nomesesa168,sesa,dhodkinson,2014-06-22,searcher,3,6,float
e.38,2011,nome,11nome11sesaee70,sesa,eescajeda,2011-06-25,searcher,4,10,float
w.42,2012,nome,12nome12sesaek17,sesa,ekwon,2012-06-13,searcher,4,9,float
c.30,2013,nome,13nome13sesa110,sesa,ebkwon,2013-06-06,searcher,4,3,float
c.13,2013,nome,13nome13sesa316,sesa,triecke,2013-06-05,searcher,4,1,float
3.12,2014,made,14madeca27sesa,sesa,canderson,2014-06-28,searcher,3,0,float
1.16,2014,made,14madetk38rnph,rnph,tkydd,2014-06-28,searcher,4,9,float
4.15,2014,made,14madefs28rnph,rnph,fsmith,2014-06-21,searcher,4,0,float
4.18,2014,made,14madefs33sesa,sesa,fsmith,2014-06-25,searcher,4,12,float
4.17,2014,made,14madefs32sesa,sesa,fsmith,2014-06-25,searcher,4,12,float
3.1,2014,made,14madeca23sesa,sesa,canderson,2014-06-25,searcher,4,12,float
1.09,2014,made,14madetk24sesa,sesa,tkydd,2014-06-25,searcher,4,12,float
3.09,2014,made,14madeca22sesa,sesa,canderson,2014-06-25,searcher,4,12,float
1.07,2014,made,14madetk23rnph,rnph,tkydd,2014-06-25,searcher,4,14,float
1.03,2014,made,14madetk12rnph,rnph,tkydd,2014-06-15,searcher,4,,lay
1.02,2014,made,14madetk11rnph,rnph,tkydd,2014-06-15,searcher,4,,lay
5.07,2014,made,14madelb13sesa,sesa,lbachellier,2014-06-20,searcher,4,9,float
3.06,2014,made,14madeca18sesa,sesa,canderson,2014-06-20,searcher,4,11,float
4.09,2014,made,14madefs21sesa,sesa,fsmith,2014-06-20,searcher,4,10,float
5.1,2014,made,14madelb18rnph,rnph,lbachellier,2014-06-21,searcher,4,12,float
1.2,2014,made,14madetk42rnph,rnph,tkydd,2014-07-02,searcher,4,,hatch
4.11,2014,made,14madefs29rnph,rnph,fsmith,2014-06-21,searcher,3,9,float
1.14,2014,made,14madetk35rnph,rnph,tkydd,2014-06-27,searcher,4,12,float
3.13,2014,made,14madeca29rnph,rnph,canderson,2014-06-29,searcher,4,14,float
3.14,2014,made,14madeca30rnph,rnph,canderson,2014-06-29,searcher,4,0,float
3.15,2014,made,14madeca31rnph,rnph,canderson,2014-06-29,searcher,4,11,float
1.1,2014,made,14madetk29sesa,sesa,tkydd,2014-06-25,searcher,4,5,float
4.2,2014,made,14madefs34sesa,sesa,fsmith,2014-06-27,searcher,4,11,float
1.15,2014,made,14madetk37rnph,rnph,tkydd,2014-06-28,searcher,4,12,float
3.11,2014,made,14madeca25rnph,rnph,canderson,2014-06-27,searcher,4,12,float
4.23,2014,made,14madefs38rnph,rnph,fsmith,2014-06-29,searcher,4,13,float
1.18,2014,made,14madetk40rnph,rnph,tkydd,2014-06-29,searcher,4,2,float
4.24,2014,made,14madefs39rnph,rnph,fsmith,2014-07-02,searcher,4,15,float
5.15,2014,made,14madelb26rnph,rnph,lbachellier,2014-07-04,searcher,4,16,float
5.16,2014,made,14madelb27rnph,rnph,lbachellier,2014-07-04,searcher,2,17,float
2.04,2014,made,14madepw31rnph,rnph,pwoodard,2014-07-02,searcher,3,,hatch
2.06,2014,made,14madepw30sesa,sesa,pwoodard,2014-07-02,searcher,4,,hatch
c.52,2011,nome,11nome11sesate18,sesa,tesson,2011-06-09,searcher,4,3,float
c.18,2011,nome,11nome11sesaek07,sesa,ekwon,2011-05-29,searcher,4,1,float
c.21,2011,nome,11nome11sesaek11,sesa,bsandercock,2011-05-31,searcher,4,6,float
e.13,2014,nome,14nomewesa118,wesa,dhodkinson,2014-05-28,searcher,2,,
w.23,2011,nome,11nome11wesamw18,wesa,mwilson,2011-06-01,searcher,4,4,float
c.44,2011,nome,11nome11sesawe20,sesa,wenglish,2011-06-05,searcher,4,15,float
e.44,2011,nome,11nome11wesaek20,wesa,ekwon,2011-06-14,searcher,4,,hatch
w.17,2011,nome,11nome11sesaek21,sesa,ekwon,2011-06-15,searcher,4,12,float
,2013,nome,13nome13rnph021,rnph,dborden,2013-06-16,searcher,4,16,float
,2012,nome,12nome12rnphwe36,rnph,wenglish,2012-06-15,searcher,4,14,float
,2013,nome,13nome13rnph023,rnph,dborden,2013-06-16,searcher,4,8,float
,2012,nome,12nome12rnphwe39,rnph,wenglish,2012-06-17,searcher,4,13,float
,2012,nome,12nome12rnphek20,rnph,ekwon,2012-06-17,searcher,4,9,float
,2012,nome,12nome12rnphmh53,rnph,mharing,2012-06-13,searcher,4,0,float
,2012,nome,12nome12rnphsf34,rnph,sfranks,2012-06-16,searcher,4,9,float
,2012,nome,12nome12rnphek18,rnph,ekwon,2012-06-14,searcher,3,9,float
,2012,nome,12nome12rnphdh33,rnph,dhodkinson,2012-06-16,searcher,4,6,float
,2012,nome,12nome12rnphmh11,rnph,mharing,2012-05-30,searcher,4,0,float
,2013,nome,13nome13rnph416,rnph,wenglish,2013-06-14,searcher,4,13,float
,2012,nome,12nome12rnphmh37,rnph,mharing,2012-06-07,searcher,4,10,float
,2012,nome,12nome12rnphmh38,rnph,mharing,2012-06-07,searcher,4,6,float
,2012,nome,12nome12rnphmh45,rnph,mharing,2012-06-12,searcher,4,,lay
,2012,nome,12nome12rnphwe13,rnph,wenglish,2012-06-03,searcher,3,,lay
,2012,nome,12nome12rnphek12,rnph,ekwon,2012-06-06,searcher,4,7,float
,2012,nome,12nome12rnphwe16,rnph,wenglish,2012-06-04,searcher,4,1,float
,2012,nome,12nome12rnphek22,rnph,ekwon,2012-06-18,searcher,4,16,float
,2012,nome,12nome12rnphmh64,rnph,mharing,2012-06-18,searcher,4,12,float
,2013,nome,13nome13rnph352,rnph,triecke,2013-06-17,searcher,4,11,float
c.61,2014,nome,14nomernph047,rnph,ekwon,2014-06-17,searcher,3,0,float
,2013,nome,13nome13rnph415,rnph,wenglish,2013-06-13,searcher,4,0,float
,2011,nome,11nome11rnphmw34,rnph,mwilson,2011-06-09,searcher,4,11,float
,2012,nome,12nome12rnphsf21,rnph,sfranks,2012-06-08,searcher,4,5,float
,2013,nome,13nome13rnph342,rnph,triecke,2013-06-13,searcher,4,6,float
,2011,nome,11nome11rnphmw33,rnph,mwilson,2011-06-09,searcher,4,21,float
,2011,nome,11nome11rnphmw32,rnph,mwilson,2011-06-09,searcher,4,8,float
,2012,nome,12nome12rnphmh29,rnph,mharing,2012-06-05,searcher,3,6,float
c.23,2011,nome,11nome11wesamw08,wesa,mwilson,2011-05-28,searcher,4,0,float
8.27,2004,barr,04barramgp244,amgp,selvidge,2004-06-30,single,4,10,float
6.28,2004,barr,04barramgp024,amgp,lanctot,2004-06-26,bander,4,1,float
11.01,2004,barr,04barramgp345,amgp,norwood,2004-07-05,single,4,15,float
3.19,2007,barr,07barramgp518,amgp,choi,2007-06-19,single,3,,lay
7.31,2012,barr,12barramgp515,amgp,pherzog,2012-06-11,searcher,4,,lay
,2011,eaba,11eabarth01,rutu,,2011-06-25,searcher,4,8,float
1.49,2013,made,13madefs37amgp,amgp,fsmith,2013-06-28,searcher,4,13,float
,2011,made,11mademm-13-2011,amgp,mmichaud,2011-06-13,searcher,3,13,float
1.33,2012,made,12madelp-02,amgp,lpirie,2012-06-08,searcher,4,,
540,2011,cari,11cari540sesa,sesa,ecorp,2011-06-29,searcher,3,13,float
204,2013,cari,13cari204sesa,sesa,hhelling,2013-06-12,incidental,4,-2,float
717,2012,cari,12cari717sesa,sesa,idavies,2012-06-14,incidental,4,4,float
710,2012,cari,12cari710sesa,sesa,idavies,2012-06-12,incidental,4,0,float
709,2014,cari,14cari709sesa,sesa,idavies,2014-06-22,incidental,4,-1,float
747,2011,cari,11cari747sesa,sesa,rchurchwell,2011-06-23,searcher,4,0,float
513,2012,cari,12cari513sesa,sesa,lkoloski,2012-06-19,rope,4,-1,float
619,2011,cari,11cari619sesa,sesa,rburner,2011-06-16,searcher,4,12,float
310,2011,cari,11cari310sesa,sesa,ohicks,2011-06-20,searcher,4,3,float
412,2012,cari,12cari412sesa,sesa,epierce,2012-06-24,incidental,4,0,float
203,2012,cari,12cari203sesa,sesa,bwinn,2012-06-12,incidental,4,-1,float
709,2010,cari,10carirnph709,rnph,cwoodworth,2010-06-17,incidental,4,8,float
632,2011,cari,11cari632rnph,rnph,rburner,2011-06-23,searcher,4,0,float
819,2010,cari,10carirnph819,rnph,hcraig,2010-06-20,incidental,4,5,float
215,2014,cari,14cari215rnph,rnph,cmontgomerie,2014-06-15,incidental,4,4,float
315,2013,cari,13cari315rnph,rnph,abradley,2013-06-15,incidental,4,-1,float
227,2011,cari,11cari227sesa,sesa,bwinn,2011-06-24,rope,4,12,float
828,2010,cari,10carisesa828,sesa,hcraig,2010-06-25,incidental,4,17,float
113,2010,cari,10carireph113,rnph,skendall,2010-06-26,incidental,4,8,float
,2011,eaba,11eabartm02,rutu,,2011-06-26,searcher,4,6,float
,2011,eaba,11eabarth03,rutu,,2011-07-01,searcher,4,10,float
,2011,eaba,11eabartc01,rutu,,2011-06-29,searcher,4,8,float
,2011,eaba,11eabartc02,rutu,,2011-06-29,searcher,4,,lay
,2011,eaba,11eabarth06,rutu,,2011-07-08,searcher,4,6,float
,2011,eaba,11eabartm04,rutu,,2011-07-09,searcher,4,13,float
,2014,coat,14coatgpbw01,amgp,bwinn,2014-06-15,searcher,4,7.4,float
,2014,coat,14coatgpsf02,amgp,sflemming,2014-07-07,searcher,4,19,float
,2014,coat,14coatrtsf01,rutu,sflemming,2014-06-23,searcher,4,6.7,float
,2014,coat,14coatgpss04,amgp,sshulte,2014-06-20,searcher,4,11.2,float
,2014,coat,14coatrtss01,rutu,sshulte,2014-06-24,searcher,4,9,float
,2013,eaba,13eabarus02,rutu,,2013-07-06,searcher,4,4,float
,2013,eaba,13eabarul02,rutu,,2013-07-04,searcher,4,16,float
2.39,2012,eaba,12eabaruk05,rutu,kward,2012-07-10,searcher,4,3,float
2.29,2003,barr,03barramgp514,amgp,lanctot,2003-07-01,bander,4,1,float
,2013,barr,13barramgp363,amgp,jdanby,2013-06-29,bander,4,4,float
,2013,barr,13barramgp304,amgp,fstetler,2013-06-28,rope,3,4,float
,2013,barr,13barramgp229,amgp,pherzog,2013-06-20,searcher,4,4,float
10.06,2006,barr,06barramgp007,amgp,lanctot,2006-06-25,bander,4,5,float
1.2,2006,barr,06barrlbdo450,lbdo,lebouard,2006-06-28,rope,4,,lay
8.1,2007,barr,07barramgp512,amgp,choi,2007-06-15,single,4,,float
11.2,2007,barr,07barramgp714,amgp,coutsoubos,2007-07-05,single,4,13,float
5.02,2006,barr,06barramgp342,amgp,fontaine,2006-06-20,single,4,5,float
4.36,2011,barr,11barramgp169,amgp,jcunningham,2011-06-24,searcher,4,10,float
8.28,2007,barr,07barramgp246,amgp,d.taylor,2007-06-26,rope,4,3,float
1.14,2007,barr,07barramgp007,amgp,lanctot,2007-06-26,rope,4,,lay
4.01,2009,barr,09barramgp500,amgp,cgovernali,2009-06-07,single,3,,lay
3.23,2007,barr,07barramgp326,amgp,haase,2007-06-22,single,4,4,float
3.11,2006,barr,06barrlbdo150,lbdo,taylor,2006-07-13,bander,4,9,float
11.27,2010,barr,10barramgp321,amgp,abankert,2010-06-21,single,4,6,float
11.33,2010,barr,10barramgp516,amgp,adoll,2010-06-21,bander,4,1,float
5.08,2009,barr,09barramgp460,amgp,cgovernali,2009-06-30,single,4,5,float
4.12,2009,barr,09barramgp712,amgp,fchevreux,2009-06-12,single,4,,lay
3.41,2010,barr,10barramgp443,amgp,rdugan,2010-06-27,rope,4,3,float
3.19,2010,barr,10barramgp613,amgp,myang,2010-06-21,single,4,2,float
2.01,2007,barr,07barramgp263,amgp,d.taylor,2007-07-05,bander,4,13,float
,2010,chur,10churdu03c,dunl,frousseu,2010-06-22,searcher,2,,
,2012,chur,12chur12du17d,dunl,fsanders,2012-06-28,searcher,4,10,float
,2014,chur,14chur14du106,dunl,gholmes,2014-06-18,searcher,4,0,float
2.17,2011,chur,11chur11du17,dunl,lmckinnon,2011-06-19,searcher,4,,hatch
2.05,2011,chur,11chur11du05,dunl,clishman,2011-06-12,searcher,4,,float
,2012,chur,12chur12du16d,dunl,clahoda,2012-06-25,searcher,4,,hatch
,2010,chur,10churdu12c,dunl,frousseu,2010-06-21,searcher,4,,
,2010,chur,10churdu03u,dunl,frousseu,2010-06-13,searcher,4,,
,2012,chur,12chur12du07w,dunl,ajohnson,2012-06-21,searcher,4,13,float
,2010,chur,10churdu05u,dunl,frousseu,2010-06-14,searcher,4,,
,2012,bylo,12byloamgpjl02,amgp,jflamarre,2012-06-19,incidental,4,1,float
,2011,bylo,11byloamgpgs01,amgp,gsouchay,2011-07-02,incidental,4,16,float
,2012,bylo,12byloamgpmt06,amgp,mtrudel,2012-07-05,incidental,4,5,float
,2011,bylo,11byloamgpjb04,amgp,jbety,2011-06-17,incidental,4,12,float
,2012,bylo,12byloamgpjl11,amgp,jflamarre,2012-07-05,incidental,4,,
,2011,bylo,11byloamgpec05,amgp,echalifour,2011-07-01,transect,4,9,float
,2011,bylo,11byloamgpec03,amgp,echalifour,2011-07-01,transect,4,4,float
,2011,bylo,11byloamgpjb03,amgp,jbety,2011-07-01,transect,4,8,float
,2012,bylo,12byloamgpjl08,amgp,jflamarre,2012-07-04,incidental,4,12,float
,2011,bylo,11byloamgpec16,amgp,echalifour,2011-07-10,incidental,4,17,float
,2011,bylo,11byloamgpec14,amgp,echalifour,2011-07-10,incidental,4,18,float
,2011,bylo,11byloamgpjl19,amgp,jflamarre,2011-07-14,incidental,4,20,float
,2011,bylo,11byloamgpec21,amgp,echalifour,2011-07-14,incidental,4,,
,2011,bylo,11byloamgpec22,amgp,echalifour,2011-07-14,incidental,1,,hatch
,2011,bylo,11byloamgpec17,amgp,echalifour,2011-07-10,incidental,4,4,float
,2011,bylo,11byloamgpjl20,amgp,jflamarre,2011-07-15,incidental,4,7,float
,2011,bylo,11byloamgplp12,amgp,lpaquette,2011-07-16,incidental,4,,
,2011,bylo,11byloamgplp10,amgp,lpaquette,2011-07-13,incidental,4,,hatch
,2011,bylo,11byloamgplp11,amgp,lpaquette,2011-07-13,incidental,4,,hatch
,2012,bylo,12byloamgppr10,amgp,proyerboutin,2012-07-06,incidental,4,17,float
,2012,bylo,12byloamgpjl09,amgp,jflamarre,2012-07-04,incidental,4,18,float
,2012,bylo,12byloamgpjl10,amgp,jflamarre,2012-07-04,incidental,4,20,float
,2012,bylo,12byloamgppr11,amgp,proyerboutin,2012-07-08,incidental,4,,
,2012,bylo,12byloamgppr03,amgp,proyerboutin,2012-06-24,incidental,4,1,float
,2012,bylo,12byloamgpmt02,amgp,mtrudel,2012-06-24,incidental,4,1,float
,2012,bylo,12byloamgper02,amgp,ereed,2012-07-10,incidental,4,17,float
,2012,bylo,12byloamgpmt08,amgp,mtrudel,2012-07-09,incidental,4,20,float
,2012,bylo,12byloamgper04,amgp,ereed,2012-07-12,incidental,4,,float
,2012,bylo,12byloamgper05,amgp,ereed,2012-07-13,incidental,4,9,float
,2012,bylo,12byloamgper06,amgp,ereed,2012-07-14,incidental,4,,float
,2012,bylo,12byloamgpmc01,amgp,mcfrenette,2012-07-08,incidental,4,9,float
,2011,bylo,11byloamgpjo04,amgp,jotis,2011-06-21,incidental,4,,lay
,2011,bylo,11byloamgpjo05,amgp,jotis,2011-06-21,incidental,4,,lay
,2012,bylo,12byloamgpjl03,amgp,jflamarre,2012-06-23,incidental,4,3,float
,2011,bylo,11byloamgpjo06,amgp,jotis,2011-07-05,incidental,4,,float
,2011,bylo,11byloamgpcd01,amgp,cdoucet,2011-07-02,incidental,4,9,float
,2012,bylo,12byloamgper01,amgp,ereed,2012-07-06,incidental,4,18,float
,2012,bylo,12byloamgpmt10,amgp,mtrudel,2012-07-11,incidental,4,18,float
,2012,bylo,12byloamgpjl14,amgp,jflamarre,2012-07-11,incidental,4,,
,2012,bylo,12byloamgpvm01,amgp,vmarmillot,2012-07-16,incidental,4,17,float
9.43,2010,barr,10barramgp412,amgp,ehsu,2010-06-25,bander,4,1,float
10.26,2009,barr,09barramgp589,amgp,cgovernali,2009-06-26,single,4,10,float
13.75,2011,barr,11barramgp539,amgp,pherzog,2011-06-22,searcher,4,3,float
1.28,2008,barr,08barramgp353,amgp,ganx,2008-06-30,single,4,5,float
5.08,2010,barr,10barramgp122,amgp,bhill,2010-06-21,bander,4,3,float
16.25,2010,barr,10barramgp369,amgp,abankert,2010-07-08,single,4,13,float
13.19,2010,barr,10barramgp109,amgp,bhill,2010-06-16,single,4,5,float
15.01,2010,barr,10barramgp400,amgp,ehsu,2010-06-15,single,4,6,float
19.01,2011,barr,11barramgp202,amgp,bhill,2011-06-07,searcher,4,,
6.24,2008,barr,08barramgp333,amgp,ganx,2008-06-24,single,4,4,float
6.18,2008,barr,08barramgp129,amgp,phsu,2008-06-22,single,4,4,float
7.1,2008,barr,08barramgp005,amgp,rlanctot,2008-07-02,bander,3,13,float
7.13,2010,barr,10barramgp313,amgp,abankert,2010-06-19,single,4,,lay
4.13,2008,barr,08barramgp334,amgp,ganx,2008-06-24,single,4,5,float
4.15,2010,barr,10barramgp433,amgp,ehsu,2010-07-07,bander,4,13,float
234,2010,cari,10carirutu234,rutu,sfreeman,2010-06-26,incidental,2,,
,2014,chur,14chur14amgp03d,amgp,lkoloski,2014-06-22,searcher,4,0,float
,2013,chur,13chur13amgp01d,amgp,lkoloski,2013-06-07,searcher,4,0,float
,2012,chur,12chur12amgp06d,amgp,fsanders,2012-06-21,searcher,4,11,float
