Book_page,Year,Site,Nest_ID,Species,Observer,Date_found,how_found,Clutch_max,floatAge,ageMethod
,2014,chur,14HPE1,sepl,,2014-06-14,,3,,
,2007,barr,07barrsesa309,sesa,haase,2007-06-14,single,4,,
,2007,barr,07barrsesa310,sesa,haase,2007-06-14,single,4,,
,2007,barr,07barrsesa903,sesa,chiang,2007-06-12,single,4,,
,2013,burn,13burnlesade01,lesa,dedwards,2013-06-26,searcher,4,,hatch
,2010,made,10madeamgp001,amgp,lpirie,2010-06-17,searcher,4,,
3.27,2004,barr,04barrdunl111,dunl,taylor,2004-06-24,rope,3,,float
18.21,2006,barr,06barrbbsa405,bbsa,boadways,2006-06-20,single,3,,
19.03,2006,barr,06barrreph517,reph,boadways,2006-06-24,single,3,,
,2007,barr,07barramgp904,amgp,chiang,2007-06-11,single,3,,
,2007,barr,07barrpesa56,pesa,ataylor,2007-06-12,single,3,,
,2007,barr,07barrsesa308,sesa,haase,2007-06-13,single,3,,
,2007,barr,07barrsesa911,sesa,chiang,2007-06-15,single,3,,
13.17,2010,barr,10barrdunl108,dunl,bhill,2010-06-15,single,3,,
,2010,eaba,10eababba01,bbpl,eaba_crew,2010-06-20,searcher,3,26,float
,2010,eaba,10eabarpdm01,reph,eaba_crew,2010-06-20,searcher,3,20,float
,2010,eaba,10eabarpk02,reph,eaba_crew,2010-06-24,searcher,3,19,float
,2010,eaba,10eabarpk03,reph,eaba_crew,2010-06-25,searcher,3,19,float
,2010,eaba,10eabaruk12,rutu,eaba_crew,2010-07-08,searcher,3,22.5,float
,2010,eaba,10eabawrk02,wrsa,eaba_crew,2010-06-20,searcher,3,22,float
,2013,prba,13prba13bwr022,reph,brobinson,2013-06-17,searcher,4,,hatch
22.1,2009,barr,09barrdunl055,dunl,pmickelson,2009-06-11,single,4,,lay
15.13,2010,barr,10barrpesa406,pesa,ehsu,2010-06-18,single,2,,
15.17,2010,barr,10barrpesa408,pesa,ehsu,2010-06-18,single,2,,
,2014,cakr,14cakrtusw003,tusw,mmcconnell,2014-05-26,searcher,2,,hatch
,2010,eaba,10eaba41883,sepl,eaba_crew,2010-06-19,searcher,2,26,float
,2010,eaba,10eabarpa05,reph,eaba_crew,2010-07-04,searcher,2,19,float
,2010,eaba,10eabarpk06,reph,eaba_crew,2010-07-08,searcher,2,19,float
,2010,eaba,10eabarudm09,rutu,eaba_crew,2010-07-05,searcher,2,24,float
,2010,eaba,10eabasek02,sepl,eaba_crew,2010-07-03,searcher,2,24,float
,2010,eaba,10eabawra01,wrsa,eaba_crew,2010-06-22,searcher,2,24,float
,2010,eaba,10eabawrd03,wrsa,eaba_crew,2010-06-20,searcher,2,24,float
,2010,eaba,10eabawrk01,wrsa,eaba_crew,2010-06-19,searcher,2,22,float
,2010,eaba,10eabawrm09,wrsa,eaba_crew,2010-07-09,searcher,2,22,float
,2010,bylo,10byloamgpjfl31,amgp,jflamarre,2010-07-11,incidental,3,19,float
,2014,bylo,14byloamgpfl01,amgp,flapierrepoulin,2014-06-17,incidental,3,16,float
,2014,bylo,14bylobasadl01,basa,dleandribreton,2014-06-18,incidental,3,0,float
,2014,bylo,14byloreknjl01,rekn,jflamarre,2014-06-16,incidental,3,0,float
,2010,eaba,10eababba04,bbpl,eaba_crew,2010-06-27,searcher,1,28,float
,2010,eaba,10eababbk01,bbpl,eaba_crew,2010-06-21,searcher,1,28,float
,2010,eaba,10eabarpa04,reph,eaba_crew,2010-07-04,searcher,1,19,float
,2010,eaba,10eabarpk07,reph,eaba_crew,2010-07-08,searcher,1,19,float
,2010,eaba,10eabarpk08,reph,eaba_crew,2010-07-08,searcher,1,19,float
,2010,eaba,10eabarpm01,reph,eaba_crew,2010-06-26,searcher,1,19,float
,2010,eaba,10eabarpm02,reph,eaba_crew,2010-06-26,searcher,1,19,float
,2010,eaba,10eabased01,sepl,eaba_crew,2010-06-22,searcher,1,26,float
,2010,eaba,10eabasem01,sepl,eaba_crew,2010-06-24,searcher,1,27,float
,2010,eaba,10eabawra03,wrsa,eaba_crew,2010-07-02,searcher,1,25,float
,2010,eaba,10eabawrk03,wrsa,eaba_crew,2010-06-21,searcher,1,25,float
,2010,eaba,10eabawrm03,wrsa,eaba_crew,2010-06-27,searcher,1,25,float
,2013,prba,13prba13bwr014,lbdo,cdavis,2013-06-14,rope,3,,lay
2.09,2003,barr,03barrdunl203,dunl,burle,2003-06-12,rapid,4,,float
2.08,2003,barr,03barrdunl303,dunl,trask,2003-06-10,single,4,,float
3.06,2003,barr,03barrdunl304,dunl,trask,2003-06-14,rope,4,2,float
2.24,2003,barr,03barrdunl313,dunl,trask,2003-06-22,rope,4,5,float
4.09,2003,barr,03barrdunl316,dunl,trask,2003-06-23,single,4,0,float
3.24,2003,barr,03barrdunl327,dunl,trask,2003-07-06,bander,4,7,float
2.04,2003,barr,03barrdunl504,dunl,lanctot,2003-06-11,bander,4,5,float
3.09,2003,barr,03barrdunl509,dunl,lanctot,2003-06-16,bander,4,4,float
1.02,2003,barr,03barrdunl701,dunl,taylor,2003-06-11,bander,4,2,float
2.19,2003,barr,03barrlbdo407,lbdo,taylor,2003-06-17,bander,4,0,float
2.13,2003,barr,03barrpesa404,pesa,taylor,2003-06-14,bander,4,1,float
2.25,2003,barr,03barrpesa513,pesa,lanctot,2003-06-24,bander,4,2,float
3.2,2003,barr,03barrreph010,reph,thomas,2003-06-29,rope,4,7,float
2.16,2003,barr,03barrreph102,reph,denega,2003-06-15,single,4,2,float
3.18,2003,barr,03barrreph105,reph,denega,2003-06-27,single,4,,hatch
2.11,2003,barr,03barrreph302,reph,trask,2003-06-13,rope,4,2,float
4.1,2003,barr,03barrreph321,reph,trask,2003-06-26,single,4,6,float
1.16,2003,barr,03barrreph324,reph,trask,2003-06-27,single,4,3,float
4.05,2003,barr,03barrreph411,reph,taylor,2003-06-20,bander,4,5,float
2.07,2003,barr,03barrsesa301,sesa,trask,2003-06-12,rapid,4,,
3.1,2004,barr,04barramgp002,amgp,lanctot,2004-06-16,rope,2,,lay
4.06,2004,barr,04barramgp116,amgp,taylor,2004-06-29,bander,4,4,float
4.05,2004,barr,04barramgp242,amgp,selvidge,2004-06-28,single,3,0,float
4.02,2004,barr,04barramgp435,amgp,juillerat,2004-06-27,bander,2,,lay
4.03,2004,barr,04barrdunl029,dunl,lanctot,2004-06-27,bander,4,2,float
10.13,2004,barr,04barrdunl109,dunl,taylor,2004-06-22,bander,4,6,float
3.3,2004,barr,04barrdunl112,dunl,taylor,2004-06-24,rope,4,0,float
8.04,2004,barr,04barrdunl301,dunl,norwood,2004-06-13,single,4,10,float
3.06,2004,barr,04barrdunl400,dunl,juillerat,2004-06-14,single,4,4,float
8.08,2004,barr,04barrdunl403,dunl,juillerat,2004-06-15,rope,4,3,float
7.01,2004,barr,04barrlbdo258,lbdo,selvidge,2004-07-06,single,3,4,float
4.16,2004,barr,04barrlbdo348,lbdo,norwood,2004-07-06,single,4,8,float
6.29,2004,barr,04barrpesa031,pesa,lanctot,2004-06-29,bander,4,12,float
9.03,2004,barr,04barrpesa034,pesa,lanctot,2004-07-03,bander,4,1,float
4.12,2004,barr,04barrpesa253,pesa,selvidge,2004-07-05,single,4,8,float
6.31,2004,barr,04barrpesa257,pesa,selvidge,2004-07-06,single,4,15,float
9.07,2004,barr,04barrpesa259,pesa,selvidge,2004-07-07,rope,4,14,float
11.04,2004,barr,04barrpesa260,pesa,selvidge,2004-07-07,single,4,16,float
11.06,2004,barr,04barrpesa263,pesa,selvidge,2004-07-07,rope,4,4,float
5.15,2004,barr,04barrpesa325,pesa,norwood,2004-06-24,single,4,3,float
4.09,2004,barr,04barrpesa342,pesa,norwood,2004-07-02,single,4,1,float
4.15,2004,barr,04barrpesa347,pesa,norwood,2004-07-06,single,4,2,float
3.23,2004,barr,04barrpesa416,pesa,juillerat,2004-06-22,single,4,4,float
10.12,2004,barr,04barrreph003,reph,lanctot,2004-06-18,bander,4,3,float
3.13,2004,barr,04barrreph005,reph,lanctot,2004-06-16,rope,4,6,float
1.05,2004,barr,04barrreph006,reph,lanctot,2004-06-20,bander,4,0,float
8.18,2004,barr,04barrreph019,reph,lanctot,2004-06-25,rope,4,6,float
5.21,2004,barr,04barrreph026,reph,lanctot,2004-06-26,bander,4,11,float
10.29,2004,barr,04barrreph035,reph,lanctot,2004-07-04,bander,4,5,float
3.24,2004,barr,04barrreph110,reph,taylor,2004-06-23,rope,4,10,float
9.04,2004,barr,04barrreph118,reph,taylor,2004-07-04,bander,4,12,float
8.01,2004,barr,04barrreph200,reph,selvidge,2004-06-11,single,4,2,float
10.09,2004,barr,04barrreph211,reph,selvidge,2004-06-17,single,4,0,float
1.06,2004,barr,04barrreph221,reph,selvidge,2004-06-20,single,4,2,float
6.14,2004,barr,04barrreph225,reph,selvidge,2004-06-22,single,4,2,float
6.17,2004,barr,04barrreph228,reph,selvidge,2004-06-22,single,2,7,float
10.17,2004,barr,04barrreph230,reph,selvidge,2004-06-23,rope,2,5,float
3.29,2004,barr,04barrreph233,reph,selvidge,2004-06-24,rope,3,,mean date
1.16,2004,barr,04barrreph236,reph,selvidge,2004-06-25,rope,4,4,float
1.18,2004,barr,04barrreph237,reph,selvidge,2004-06-25,rope,4,3,float
1.2,2004,barr,04barrreph238,reph,selvidge,2004-06-25,rope,4,4,float
1.21,2004,barr,04barrreph239,reph,selvidge,2004-06-27,rope,4,6,float
1.22,2004,barr,04barrreph240,reph,selvidge,2004-06-27,rope,4,6,float
1.28,2004,barr,04barrreph251,reph,selvidge,2004-07-03,single,4,10,float
1.02,2004,barr,04barrreph306,reph,norwood,2004-06-15,rope,4,2,float
6.04,2004,barr,04barrreph309,reph,norwood,2004-06-16,rope,1,,lay
5.08,2004,barr,04barrreph314,reph,norwood,2004-06-20,single,4,0,float
1.07,2004,barr,04barrreph316,reph,norwood,2004-06-21,single,4,6,float
1.08,2004,barr,04barrreph317,reph,norwood,2004-06-21,single,3,,float
5.19,2004,barr,04barrreph329,reph,norwood,2004-06-25,rope,4,2,float
1.23,2004,barr,04barrreph331,reph,norwood,2004-06-27,rope,4,4,float
5.23,2004,barr,04barrreph332,reph,norwood,2004-06-28,single,4,,float
6.3,2004,barr,04barrreph335,reph,norwood,2004-06-30,single,4,6,float
5.26,2004,barr,04barrreph336,reph,norwood,2004-06-30,single,4,8,float
8.29,2004,barr,04barrreph338,reph,norwood,2004-07-01,bander,4,1,float
5.27,2004,barr,04barrreph343,reph,norwood,2004-07-03,single,4,9,float
2.01,2004,barr,04barrreph349,reph,norwood,2004-07-06,single,4,8,float
11.08,2004,barr,04barrreph350,reph,norwood,2004-07-09,single,4,18,float
3.16,2004,barr,04barrreph409,reph,juillerat,2004-06-17,bander,4,4,float
1.1,2004,barr,04barrreph417,reph,juillerat,2004-06-22,single,4,4,float
1.11,2004,barr,04barrreph418,reph,juillerat,2004-06-22,single,4,4,float
1.12,2004,barr,04barrreph419,reph,juillerat,2004-06-22,single,4,6,float
1.13,2004,barr,04barrreph421,reph,juillerat,2004-06-22,single,4,4,float
1.15,2004,barr,04barrreph430,reph,juillerat,2004-06-25,rope,4,4,float
1.17,2004,barr,04barrreph431,reph,juillerat,2004-06-25,rope,4,4,float
1.19,2004,barr,04barrreph432,reph,juillerat,2004-06-25,rope,4,4,float
1.29,2004,barr,04barrreph440,reph,juillerat,2004-07-05,bander,4,13,float
3.19,2004,barr,04barrsesa107,sesa,taylor,2004-06-17,bander,4,3,float
3.28,2004,barr,04barrsesa232,sesa,selvidge,2004-06-24,rope,4,9,float
11.05,2004,barr,04barrsesa262,sesa,selvidge,2004-07-07,rope,4,13,float
4.04,2004,barr,04barrsesa330,sesa,norwood,2004-06-27,bander,4,5,float
4.01,2004,barr,04barrsesa434,sesa,juillerat,2004-06-27,bander,4,2,float
1.25,2004,barr,04barrwrsa437,wrsa,juillerat,2004-06-29,single,4,12,float
6.05,2005,barr,05barrdunl303,dunl,selvidge,2005-06-14,single,4,0,float
1.2,2005,barr,05barrdunl360,dunl,selvidge,2005-07-15,bander,,,
8.26,2005,barr,05barrpesa007,pesa,lanctot,2005-06-23,bander,4,6,float
9.16,2005,barr,05barrpesa021,pesa,strait,2005-07-03,bander,4,,hatch
1.13,2005,barr,05barrpesa025,pesa,lanctot,2005-07-10,bander,,,
8.11,2005,barr,05barrpesa112,pesa,taylor,2005-06-16,single,4,2,float
2.15,2005,barr,05barrpesa329,pesa,selvidge,2005-06-24,single,4,6,float
2.16,2005,barr,05barrpesa330,pesa,selvidge,2005-06-24,single,4,11,float
9.2,2005,barr,05barrpesa354,pesa,selvidge,2005-07-07,bander,4,,
1.23,2005,barr,05barrpesa363,pesa,selvidge,2005-07-21,bander,,,
3.06,2005,barr,05barrpesa364,pesa,selvidge,2005-07-21,bander,,,
8.05,2005,barr,05barrpesa403,pesa,ashling,2005-06-15,single,4,3,float
10.04,2005,barr,05barrpesa508,pesa,norwood,2005-06-16,single,4,1,float
2.18,2005,barr,05barrpesa525,pesa,norwood,2005-06-25,rope,4,1,float
1.18,2005,barr,05barrpesa543,pesa,norwood,2005-07-15,single,4,,hatch
3.05,2005,barr,05barrpesa545,pesa,norwood,2005-07-19,single,,,
9.03,2005,barr,05barrpesa612,pesa,thomas,2005-06-23,single,4,,float
7.08,2005,barr,05barrpesa615,pesa,thomas,2005-07-03,bander,4,,float
1.05,2005,barr,05barrreph011,reph,lanctot,2005-06-25,rope,2,10,float
1.16,2005,barr,05barrreph028,reph,lanctot,2005-07-10,bander,,,
8.08,2005,barr,05barrreph109,reph,taylor,2005-06-16,single,4,3,float
6.21,2005,barr,05barrreph117,reph,taylor,2005-06-19,rope,4,5,float
10.07,2005,barr,05barrreph203,reph,coutsoubos,2005-06-21,single,4,1,float
10.09,2005,barr,05barrreph205,reph,coutsoubos,2005-06-22,single,4,10,float
10.15,2005,barr,05barrreph207,reph,coutsoubos,2005-06-25,single,4,7,float
6.09,2005,barr,05barrreph308,reph,selvidge,2005-06-17,single,4,2,float
8.15,2005,barr,05barrreph314,reph,selvidge,2005-06-19,rope,4,4,float
8.17,2005,barr,05barrreph315,reph,selvidge,2005-06-19,rope,4,4,float
8.23,2005,barr,05barrreph318,reph,selvidge,2005-06-19,rope,4,8,float
2.17,2005,barr,05barrreph331,reph,selvidge,2005-06-24,single,4,5,float
9.04,2005,barr,05barrreph335,reph,selvidge,2005-06-26,single,4,14,float
9.05,2005,barr,05barrreph336,reph,selvidge,2005-06-26,single,2,16,float
9.09,2005,barr,05barrreph340,reph,selvidge,2005-06-28,single,4,12,float
4.08,2005,barr,05barrreph348,reph,selvidge,2005-07-04,bander,4,9,float
10.24,2005,barr,05barrreph350,reph,selvidge,2005-07-05,single,4,,hatch
1.21,2005,barr,05barrreph361,reph,selvidge,2005-07-15,bander,,,
9.22,2005,barr,05barrreph362,reph,selvidge,2005-07-16,bander,4,,mean date
9.21,2005,barr,05barrreph426,reph,ashling,2005-07-08,bander,4,,mean date
10.11,2005,barr,05barrreph520,reph,norwood,2005-06-23,single,4,4,float
10.19,2005,barr,05barrreph534,reph,norwood,2005-06-29,single,4,,hatch
7.11,2005,barr,05barrrnph358,rnph,selvidge,2005-07-13,bander,3,,
2.23,2005,barr,05barrsesa334,sesa,selvidge,2005-06-25,rope,3,0,float
9.13,2006,barr,06barrbbsa002,bbsa,lanctot,2006-06-19,bander,4,4,float
3.05,2006,barr,06barrbbsa015,bbsa,lanctot,2006-07-04,bander,4,6,float
13.05,2006,barr,06barrbbsa255,bbsa,lebouard,2006-06-24,single,4,6,float
10.11,2006,barr,06barrbbsa269,bbsa,lebouard,2006-06-26,rope,4,9,float
15.15,2006,barr,06barrbbsa615,bbsa,krueper,2006-06-25,rope,4,4,float
13.12,2006,barr,06barrbbsa627,bbsa,krueper,2006-06-27,rope,4,10,float
16.01,2006,barr,06barrdunl101,dunl,coutsoubos,2006-06-15,single,4,3,float
9.04,2006,barr,06barrdunl209,dunl,lebouard,2006-06-14,single,4,2,float
2.08,2006,barr,06barrdunl297,dunl,lebouard,2006-07-02,single,4,,hatch
2.18,2006,barr,06barrdunl377,dunl,fontaine,2006-07-05,single,4,7,float
18.1,2006,barr,06barrdunl401,dunl,jboadway,2006-06-17,single,4,6,float
6.06,2006,barr,06barrdunl714,dunl,naves,2006-06-16,single,4,3,float
,2006,barr,06barrdunla,dunl,lebouard,2006-07-20,bander,,,
,2006,barr,06barrdunlb,dunl,lebouard,2006-07-13,bander,,,
11.14,2006,barr,06barrlbdo060,lbdo,naves,2006-07-15,bander,3,11,float
2.19,2006,barr,06barrlbdo380,lbdo,fontaine,2006-07-09,single,4,7,float
15.32,2006,barr,06barrlbdo416,lbdo,boadway,2006-07-10,bander,4,5,float
2.03,2006,barr,06barrlbdo462,lbdo,lebouard,2006-06-29,rope,3,3,float
15.14,2006,barr,06barrlbdo614,lbdo,krueper,2006-06-25,rope,4,9,float
3.1,2006,barr,06barrlbdo654,lbdo,lebouard,2006-07-22,single,4,,hatch
,2006,barr,06barrpesa,pesa,lebouard,2006-07-25,bander,,,
5.06,2006,barr,06barrpesa105,pesa,coutsoubos,2006-06-16,bander,4,,
16.09,2006,barr,06barrpesa154,pesa,morgan,2006-06-17,single,4,3,float
9.23,2006,barr,06barrpesa245,pesa,lebouard,2006-06-21,single,4,3,float
9.24,2006,barr,06barrpesa246,pesa,lebouard,2006-06-21,single,4,6,float
13.07,2006,barr,06barrpesa257,pesa,lebouard,2006-06-24,single,4,7,float
5.17,2006,barr,06barrpesa262,pesa,lebouard,2006-06-25,rope,4,9,float
10.07,2006,barr,06barrpesa265,pesa,lebouard,2006-06-26,rope,4,6,float
10.09,2006,barr,06barrpesa267,pesa,lebouard,2006-06-26,rope,4,7,float
10.16,2006,barr,06barrpesa274,pesa,lebouard,2006-06-26,rope,4,6,float
10.18,2006,barr,06barrpesa276,pesa,lebouard,2006-06-26,rope,4,4,float
10.23,2006,barr,06barrpesa281,pesa,lebouard,2006-06-27,rope,4,12,float
11.05,2006,barr,06barrpesa289,pesa,lebouard,2006-06-27,rope,4,11,float
11.08,2006,barr,06barrpesa292,pesa,lebouard,2006-07-01,single,4,6,float
4.16,2006,barr,06barrpesa319,pesa,fontaine,2006-06-16,single,4,5,float
10.01,2006,barr,06barrpesa353,pesa,fontaine,2006-06-22,single,4,6,float
1.17,2006,barr,06barrpesa358,pesa,fontaine,2006-06-24,single,4,3,float
8.01,2006,barr,06barrpesa364,pesa,fontaine,2006-07-02,single,4,8,float
3.02,2006,barr,06barrpesa365,pesa,fontaine,2006-07-03,single,4,3,float
3.04,2006,barr,06barrpesa367,pesa,fontaine,2006-07-03,single,4,12,float
2.1,2006,barr,06barrpesa368,pesa,fontaine,2006-07-03,single,4,10,float
2.12,2006,barr,06barrpesa370,pesa,fontaine,2006-07-03,single,4,9,float
2.16,2006,barr,06barrpesa373,pesa,fontaine,2006-07-04,single,4,10,float
2.15,2006,barr,06barrpesa374,pesa,fontaine,2006-07-04,single,4,8,float
2.21,2006,barr,06barrpesa382,pesa,fontaine,2006-07-09,single,4,11,float
2.22,2006,barr,06barrpesa383,pesa,fontaine,2006-07-09,single,4,11,float
18.23,2006,barr,06barrpesa406,pesa,boadways,2006-06-20,single,4,,
1.3,2006,barr,06barrpesa459,pesa,lebouard,2006-06-29,rope,4,3,float
5.26,2006,barr,06barrpesa518,pesa,boadways,2006-07-01,bander,4,6,float
18.12,2006,barr,06barrpesa602,pesa,krueper,2006-06-17,single,4,,
15.05,2006,barr,06barrpesa605,pesa,krueper,2006-06-25,rope,3,9,float
15.06,2006,barr,06barrpesa606,pesa,krueper,2006-06-25,rope,4,10,float
15.07,2006,barr,06barrpesa607,pesa,krueper,2006-06-25,rope,4,5,float
15.08,2006,barr,06barrpesa608,pesa,krueper,2006-06-25,rope,4,5,float
15.11,2006,barr,06barrpesa611,pesa,krueper,2006-06-25,rope,4,10,float
15.19,2006,barr,06barrpesa619,pesa,krueper,2006-06-26,rope,4,10,float
13.11,2006,barr,06barrpesa626,pesa,krueper,2006-06-27,rope,4,11,float
13.13,2006,barr,06barrpesa628,pesa,krueper,2006-06-27,rope,4,10,float
13.14,2006,barr,06barrpesa629,pesa,krueper,2006-06-27,rope,4,10,float
7.04,2006,barr,06barrpesa640,pesa,fontaine,2006-06-30,rope,4,8,float
7.06,2006,barr,06barrpesa642,pesa,fontaine,2006-06-30,rope,4,10,float
15.29,2006,barr,06barrpesa650,pesa,lebouard,2006-07-03,single,4,11,float
3.09,2006,barr,06barrpesa652,pesa,lebouard,2006-07-10,single,4,7,float
12.1,2006,barr,06barrpesa709,pesa,naves,2006-06-15,single,4,3,float
14.19,2006,barr,06barrpesa721,pesa,naves,2006-06-19,single,4,5,float
9.19,2006,barr,06barrpesa729,pesa,naves,2006-06-20,single,4,4,float
13.03,2006,barr,06barrpesa738,pesa,naves,2006-06-22,single,4,6,float
5.21,2006,barr,06barrpesa750,pesa,naves,2006-06-26,bander,4,4,float
6.18,2006,barr,06barrreph003,reph,lanctot,2006-06-21,bander,4,4,float
8.06,2006,barr,06barrreph016,reph,lanctot,2006-07-10,bander,4,14,float
11.12,2006,barr,06barrreph055,reph,naves,2006-07-03,single,4,15,float
8.05,2006,barr,06barrreph057,reph,naves,2006-07-06,single,4,13,float
11.13,2006,barr,06barrreph058,reph,naves,2006-07-07,single,4,12,float
8.07,2006,barr,06barrreph059,reph,naves,2006-07-13,bander,2,17,float
16.04,2006,barr,06barrreph103,reph,coutsoubos,2006-06-15,single,3,,
16.26,2006,barr,06barrreph111,reph,coutsoubos,2006-07-03,single,4,11,float
16.25,2006,barr,06barrreph168,reph,morgan,2006-07-03,single,4,14,float
4.02,2006,barr,06barrreph202,reph,lebouard,2006-06-12,single,3,4,float
1.06,2006,barr,06barrreph233,reph,lebouard,2006-06-19,single,4,3,float
12.26,2006,barr,06barrreph239,reph,lebouard,2006-06-20,single,4,5,float
14.25,2006,barr,06barrreph243,reph,lebouard,2006-06-20,single,4,4,float
1.15,2006,barr,06barrreph250,reph,lebouard,2006-06-22,single,4,6,float
15.04,2006,barr,06barrreph253,reph,lebouard,2006-06-24,single,4,3,float
10.13,2006,barr,06barrreph271,reph,lebouard,2006-06-26,rope,4,11,float
10.17,2006,barr,06barrreph275,reph,lebouard,2006-06-26,rope,4,6,float
10.2,2006,barr,06barrreph278,reph,lebouard,2006-06-27,rope,4,8,float
10.22,2006,barr,06barrreph280,reph,lebouard,2006-06-27,rope,4,9,float
10.24,2006,barr,06barrreph282,reph,lebouard,2006-06-27,rope,4,4,float
10.25,2006,barr,06barrreph283,reph,lebouard,2006-06-27,rope,3,4,float
11.02,2006,barr,06barrreph286,reph,lebouard,2006-06-27,rope,4,11,float
11.06,2006,barr,06barrreph290,reph,lebouard,2006-06-27,rope,4,5,float
14.01,2006,barr,06barrreph300,reph,fontaine,2006-06-10,single,4,4,float
4.13,2006,barr,06barrreph316,reph,fontaine,2006-06-16,single,3,4,float
1.11,2006,barr,06barrreph338,reph,fontaine,2006-06-20,single,4,,
14.28,2006,barr,06barrreph345,reph,fontaine,2006-06-21,single,4,5,float
9.26,2006,barr,06barrreph350,reph,fontaine,2006-06-22,single,4,4,float
9.27,2006,barr,06barrreph351,reph,fontaine,2006-06-22,single,4,10,float
1.18,2006,barr,06barrreph359,reph,fontaine,2006-06-24,single,4,9,float
1.19,2006,barr,06barrreph360,reph,fontaine,2006-06-24,single,4,9,float
1.21,2006,barr,06barrreph361,reph,fontaine,2006-06-24,single,4,3,float
2.11,2006,barr,06barrreph369,reph,fontaine,2006-07-03,bander,4,8,float
2.13,2006,barr,06barrreph371,reph,fontaine,2006-07-04,single,4,4,float
2.17,2006,barr,06barrreph376,reph,fontaine,2006-07-05,single,3,8,float
3.07,2006,barr,06barrreph378,reph,lebouard,2006-07-07,single,4,12,float
15.31,2006,barr,06barrreph415,reph,boadway,2006-07-07,bander,4,4,float
1.22,2006,barr,06barrreph451,reph,lebouard,2006-06-28,rope,4,5,float
1.24,2006,barr,06barrreph453,reph,lebouard,2006-06-29,rope,4,10,float
2.02,2006,barr,06barrreph461,reph,lebouard,2006-06-29,rope,4,11,float
7.11,2006,barr,06barrreph463,reph,lebouard,2006-06-30,rope,3,10,float
7.13,2006,barr,06barrreph465,reph,lebouard,2006-06-30,rope,4,11,float
7.14,2006,barr,06barrreph466,reph,lebouard,2006-06-30,rope,4,9,float
7.15,2006,barr,06barrreph467,reph,lebouard,2006-06-30,rope,4,13,float
7.19,2006,barr,06barrreph471,reph,lebouard,2006-06-30,rope,4,11,float
7.2,2006,barr,06barrreph472,reph,lebouard,2006-06-30,rope,4,12,float
15.33,2006,barr,06barrreph520,reph,ramster,2006-07-12,bander,3,,hatch
8.09,2006,barr,06barrreph61,reph,naves,2006-07-21,bander,,,hatch
15.16,2006,barr,06barrreph616,reph,krueper,2006-06-26,rope,4,9,float
15.17,2006,barr,06barrreph617,reph,krueper,2006-06-26,rope,2,12,float
15.21,2006,barr,06barrreph621,reph,krueper,2006-06-26,rope,4,5,float
15.22,2006,barr,06barrreph622,reph,krueper,2006-06-26,rope,4,13,float
15.24,2006,barr,06barrreph624,reph,krueper,2006-06-26,rope,4,4,float
13.15,2006,barr,06barrreph630,reph,krueper,2006-06-28,rope,3,9,float
7.01,2006,barr,06barrreph637,reph,krueper,2006-06-29,rope,4,8,float
4.2,2006,barr,06barrreph720,reph,naves,2006-06-17,single,4,4,float
6.14,2006,barr,06barrreph727,reph,naves,2006-06-20,single,3,3,float
1.13,2006,barr,06barrreph736,reph,naves,2006-06-21,single,3,2,float
1.14,2006,barr,06barrreph737,reph,naves,2006-06-21,single,4,6,float
6.21,2006,barr,06barrreph743,reph,naves,2006-06-24,single,4,4,float
13.08,2006,barr,06barrreph747,reph,naves,2006-06-25,bander,4,4,float
15.26,2006,barr,06barrrnph012,rnph,lanctot,2006-07-01,bander,4,11,float
16.22,2006,barr,06barrrnph165,rnph,morgan,2006-07-03,single,4,16,float
13.06,2006,barr,06barrrnph256,rnph,lebouard,2006-06-24,single,4,8,float
1.27,2006,barr,06barrrnph456,rnph,lebouard,2006-06-29,rope,4,2,float
5.2,2006,barr,06barrrnph749,rnph,naves,2006-06-26,bander,4,7,float
,2006,barr,06barrsesa,sesa,lebouard,2006-07-14,bander,,,
17.04,2006,barr,06barrsesa112,sesa,coutsoubos,2006-07-06,single,2,,hatch
12.01,2006,barr,06barrsesa200,sesa,lebouard,2006-06-09,single,3,13,float
14.09,2006,barr,06barrsesa712,sesa,naves,2006-06-15,single,4,2,float
3.02,2007,barr,07barramgp201,amgp,d.taylor,2007-06-11,single,4,5,float
3.22,2007,barr,07barramgp324,amgp,haase,2007-06-22,single,4,4,float
,2007,barr,07barramgp400,amgp,gates,2007-06-11,single,3,,
7.17,2007,barr,07barrdunl157,dunl,rankin,2007-07-13,bander,,,
2.05,2007,barr,07barrdunl158,dunl,rankin,2007-07-12,bander,,,
3.13,2007,barr,07barrdunl225,dunl,d.taylor,2007-06-18,single,4,1,float
3.26,2007,barr,07barrdunl242,dunl,d.taylor,2007-06-24,bander,4,11,float
2.06,2007,barr,07barrdunl270,dunl,ataylor,2007-07-12,bander,,,
,2007,barr,07barrdunl553,dunl,choi,2007-07-14,bander,,,
,2007,barr,07barrdunl556,dunl,choi,2007-07-12,bander,,,
,2007,barr,07barrdunl557,dunl,choi,2007-07-17,bander,,,
7.08,2007,barr,07barrdunl804,dunl,larned,2007-07-02,bander,,,hatch
,2007,barr,07barrdunl924,dunl,chiang,2007-07-13,bander,,,
8.17,2007,barr,07barrlbdo062,lbdo,ataylor,2007-06-20,bander,2,,lay
7.05,2007,barr,07barrlbdo145,lbdo,rankin,2007-06-27,rope,4,2,float
